latitude,longitude,same_month_top_rank,same_month_brand,month_%_value
44.829372,-68.75375,3,McDonald's,67
42.67412,-82.829527,1,McDonald's,70
42.711833,-71.443873,2,Dunkin',63
42.711833,-71.443873,3,McDonald's,54
38.885047,-94.667227,1,McDonald's,49
38.885047,-94.667227,2,Walmart,49
38.885047,-94.667227,4,Target,39
25.765627,-80.193388,1,Starbucks,39
25.765627,-80.193388,2,McDonald's,32
25.765627,-80.193388,4,Shell Oil,29
28.043484,-82.590404,1,Walmart,52
28.043484,-82.590404,3,Chick-fil-A,33
28.043484,-82.590404,4,McDonald's,33
27.234772,-80.267635,2,Walmart,62
27.234772,-80.267635,3,Publix Super Markets,51
27.234772,-80.267635,4,Target,44
35.840167,-78.643404,1,McDonald's,43
35.840167,-78.643404,2,Starbucks,42
35.840167,-78.643404,3,Chick-fil-A,40
35.840167,-78.643404,4,Walmart,37
41.522645,-88.147523,1,McDonald's,62
41.522645,-88.147523,2,Walmart,59
41.522645,-88.147523,4,Walgreens,43
27.838821,-82.684634,1,Walmart,62
27.838821,-82.684634,2,McDonald's,46
27.838821,-82.684634,3,Chick-fil-A,45
27.838821,-82.684634,4,Publix Super Markets,44
25.769278,-80.359828,1,McDonald's,53
25.769278,-80.359828,2,Walmart,46
40.739225,-96.679444,1,Walmart,66
40.739225,-96.679444,2,McDonald's,58
40.739225,-96.679444,4,Target,51
33.90828,-84.205692,1,Walmart,60
33.90828,-84.205692,2,Chick-fil-A,56
33.90828,-84.205692,4,McDonald's,43
40.781858,-74.191747,1,Dunkin',47
40.781858,-74.191747,2,McDonald's,32
40.781858,-74.191747,3,Walmart,30
25.686531,-80.364642,1,McDonald's,53
25.686531,-80.364642,2,Publix Super Markets,40
39.251333,-84.29729,1,Kroger,60
39.251333,-84.29729,2,McDonald's,49
40.651228,-74.007124,1,McDonald's,45
40.651228,-74.007124,3,Starbucks,38
40.651228,-74.007124,4,Dunkin',36
33.855531,-84.5993,1,Chick-fil-A,69
33.855531,-84.5993,2,Walmart,63
33.855531,-84.5993,3,McDonald's,60
41.835218,-88.025228,1,Walmart,51
41.835218,-88.025228,3,McDonald's,48
41.835218,-88.025228,4,Target,40
41.90884,-87.849948,1,McDonald's,54
41.90884,-87.849948,2,Walgreens,45
41.90884,-87.849948,3,Target,43
41.90884,-87.849948,4,Walmart,43
29.673663,-82.338682,1,Walmart,53
29.673663,-82.338682,2,Publix Super Markets,51
29.673663,-82.338682,3,McDonald's,47
29.673663,-82.338682,4,Starbucks,37
29.869573,-81.323887,1,McDonald's,58
29.869573,-81.323887,2,Chick-fil-A,49
29.869573,-81.323887,3,Shell Oil,46
29.869573,-81.323887,4,Walmart,45
28.450575,-81.489006,1,McDonald's,61
28.450575,-81.489006,2,Walmart,57
28.450575,-81.489006,3,Chick-fil-A,48
32.923617,-96.898811,1,Starbucks,59
32.923617,-96.898811,2,Walmart,56
32.923617,-96.898811,3,McDonald's,55
32.923617,-96.898811,4,Chick-fil-A,51
41.568073,-87.636945,1,McDonald's,61
41.568073,-87.636945,2,Walmart,60
41.568073,-87.636945,3,Shell Oil,42
41.568073,-87.636945,4,Walgreens,42
39.416484,-77.437964,1,McDonald's,65
39.416484,-77.437964,2,Walmart,54
39.416484,-77.437964,4,Chick-fil-A,43
26.283488,-80.202644,1,Walmart,59
26.283488,-80.202644,2,McDonald's,57
26.283488,-80.202644,3,Chick-fil-A,41
26.283488,-80.202644,4,Walgreens,40
26.283488,-80.202644,1,Walmart,57
26.283488,-80.202644,2,McDonald's,49
26.283488,-80.202644,4,Target,42
27.785699,-82.728924,2,Walmart,54
27.785699,-82.728924,3,Publix Super Markets,47
27.785699,-82.728924,4,McDonald's,39
39.022672,-76.925778,1,McDonald's,61
39.022672,-76.925778,2,Shell Oil,47
39.022672,-76.925778,4,Starbucks,43
26.283488,-80.202644,1,Walmart,54
26.283488,-80.202644,2,McDonald's,52
26.283488,-80.202644,4,Starbucks,43
39.149636,-76.909726,1,McDonald's,63
39.149636,-76.909726,2,Chick-fil-A,52
41.551196,-87.180865,1,McDonald's,78
41.551196,-87.180865,2,Walmart,66
29.7796,-95.562077,1,Chick-fil-A,54
29.7796,-95.562077,2,Shell Oil,50
29.7796,-95.562077,3,Starbucks,49
29.665722,-95.187698,1,Walmart,72
29.665722,-95.187698,2,Chick-fil-A,63
29.665722,-95.187698,3,McDonald's,62
41.373959,-83.624627,1,McDonald's,71
41.373959,-83.624627,2,Walmart,67
41.373959,-83.624627,3,Starbucks,54
47.705,-122.326616,2,Starbucks,56
38.954862,-76.828428,1,McDonald's,52
38.954862,-76.828428,2,Chick-fil-A,39
38.954862,-76.828428,3,Walmart,38
38.954862,-76.828428,4,Target,38
32.60644,-97.406276,1,Walmart,75
32.60644,-97.406276,2,McDonald's,60
32.60644,-97.406276,3,Chick-fil-A,59
42.359946,-88.26649,1,McDonald's,64
42.359946,-88.26649,2,Walmart,63
42.359946,-88.26649,3,Starbucks,52
30.556401,-97.687987,2,Chick-fil-A,58
30.556401,-97.687987,3,Walmart,55
30.556401,-97.687987,2,Walmart,60
30.556401,-97.687987,4,McDonald's,57
29.732244,-95.4391,2,Walmart,45
29.732244,-95.4391,3,Shell Oil,40
29.732244,-95.4391,4,Chick-fil-A,36
38.913366,-94.76154,1,Walmart,56
38.913366,-94.76154,2,McDonald's,55
38.913366,-94.76154,4,Target,41
32.550226,-93.708781,1,Walmart,69
32.550226,-93.708781,3,Shell Oil,51
32.550226,-93.708781,4,Chick-fil-A,44
41.850913,-87.743811,1,McDonald's,61
41.850913,-87.743811,2,Walgreens,54
41.850913,-87.743811,4,Walmart,47
41.868009,-87.64108,1,McDonald's,63
41.868009,-87.64108,2,Starbucks,57
41.868009,-87.64108,3,Target,48
42.878803,-77.260411,1,Walmart,60
42.878803,-77.260411,2,McDonald's,46
42.878803,-77.260411,3,Dunkin',34
25.927572,-80.180925,1,Chick-fil-A,100
25.927572,-80.180925,2,Walgreens,100
25.927572,-80.180925,3,McDonald's,100
41.233613,-96.191971,1,Walmart,59
41.233613,-96.191971,2,Target,52
41.233613,-96.191971,3,McDonald's,51
39.067774,-77.485309,1,Chick-fil-A,66
39.067774,-77.485309,2,McDonald's,43
39.067774,-77.485309,4,Target,36
43.130535,-89.305766,2,Walmart,46
43.130535,-89.305766,3,McDonald's,42
43.130535,-89.305766,2,McDonald's,58
43.130535,-89.305766,4,Walmart,54
40.795801,-81.527311,2,McDonald's,67
40.795801,-81.527311,3,Walmart,67
41.90209,-88.341734,1,Starbucks,54
41.90209,-88.341734,2,Target,48
41.90209,-88.341734,3,Walmart,43
41.90209,-88.341734,4,McDonald's,43
38.005306,-84.449366,1,McDonald's,66
38.005306,-84.449366,2,Walmart,54
38.005306,-84.449366,4,Chick-fil-A,49
39.438723,-119.761199,1,Walmart,65
39.438723,-119.761199,2,Starbucks,53
39.438723,-119.761199,3,McDonald's,45
41.780531,-88.240089,1,McDonald's,66
41.780531,-88.240089,3,Walmart,46
41.267143,-96.073612,1,Walmart,67
41.267143,-96.073612,2,McDonald's,58
38.839854,-76.949089,1,McDonald's,42
38.839854,-76.949089,2,Walmart,39
38.839854,-76.949089,1,McDonald's,50
38.839854,-76.949089,2,Walmart,40
38.839854,-76.949089,4,Shell Oil,33
40.580844,-83.083076,1,Walmart,65
40.580844,-83.083076,2,McDonald's,61
33.210651,-87.553558,1,Walmart,52
33.210651,-87.553558,2,Shell Oil,52
33.210651,-87.553558,3,McDonald's,48
39.016507,-77.208949,1,Starbucks,50
39.016507,-77.208949,3,McDonald's,41
39.764036,-104.774683,1,Walmart,60
39.764036,-104.774683,2,McDonald's,53
45.499772,-122.411121,1,McDonald's,63
45.499772,-122.411121,2,Starbucks,58
45.499772,-122.411121,4,Walmart,45
43.085613,-88.066778,1,McDonald's,58
43.085613,-88.066778,3,Target,52
42.357533,-71.058413,1,Dunkin',56
42.357533,-71.058413,2,Starbucks,30
42.357533,-71.058413,3,McDonald's,28
35.531237,-97.575796,1,Walmart,71
35.531237,-97.575796,3,McDonald's,54
35.531237,-97.575796,4,Target,46
38.240184,-85.577496,1,McDonald's,64
38.240184,-85.577496,2,Chick-fil-A,53
38.240184,-85.577496,3,Walmart,51
38.240184,-85.577496,4,Kroger,47
40.562556,-111.890458,1,Walmart,66
40.562556,-111.890458,2,McDonald's,48
40.562556,-111.890458,3,Chick-fil-A,44
38.717837,-75.111233,2,Chick-fil-A,50
38.717837,-75.111233,3,Walmart,48
38.717837,-75.111233,3,McDonald's,52
38.717837,-75.111233,4,Chick-fil-A,50
33.567482,-101.945023,1,Walmart,74
33.567482,-101.945023,4,Chick-fil-A,60
30.066222,-95.437686,1,Walmart,63
30.066222,-95.437686,2,Chick-fil-A,62
30.066222,-95.437686,3,McDonald's,62
38.932156,-76.996472,1,McDonald's,54
38.932156,-76.996472,2,Starbucks,46
38.932156,-76.996472,3,Target,42
38.932156,-76.996472,4,Shell Oil,39
42.884312,-85.739761,2,McDonald's,61
42.884312,-85.739761,3,Target,48
28.346387,-81.486209,1,Walmart,67
28.346387,-81.486209,2,McDonald's,57
30.436125,-84.258402,1,Walmart,66
30.436125,-84.258402,2,Chick-fil-A,50
30.436125,-84.258402,3,Shell Oil,46
30.436125,-84.258402,4,Publix Super Markets,45
32.865756,-96.943649,1,McDonald's,60
32.865756,-96.943649,2,Chick-fil-A,52
32.865756,-96.943649,3,Walmart,50
32.865756,-96.943649,4,Starbucks,50
38.962019,-84.678418,1,Kroger,83
38.962019,-84.678418,2,McDonald's,69
38.962019,-84.678418,4,Chick-fil-A,48
40.764625,-73.306642,2,McDonald's,59
27.310687,-80.406444,1,Walmart,65
27.310687,-80.406444,2,McDonald's,52
27.310687,-80.406444,3,Publix Super Markets,43
27.310687,-80.406444,4,Chick-fil-A,41
38.883266,-76.995262,1,McDonald's,57
38.883266,-76.995262,2,Starbucks,48
40.719846,-74.563629,1,Starbucks,40
40.719846,-74.563629,3,Dunkin',34
40.719846,-74.563629,4,Walgreens,32
39.097931,-76.809001,1,Walmart,57
39.097931,-76.809001,2,McDonald's,54
39.097931,-76.809001,3,Chick-fil-A,50
39.097931,-76.809001,4,Target,40
39.203639,-77.247848,1,McDonald's,65
39.203639,-77.247848,2,Target,50
39.203639,-77.247848,3,Walmart,41
39.203639,-77.247848,4,Chick-fil-A,39
42.723668,-88.995176,1,McDonald's,64
42.723668,-88.995176,2,Walmart,61
39.008112,-94.844319,1,McDonald's,75
39.008112,-94.844319,2,Walmart,73
39.008112,-94.844319,1,McDonald's,70
39.008112,-94.844319,2,Walmart,69
29.508143,-95.186694,1,Chick-fil-A,65
29.508143,-95.186694,2,Walmart,57
29.508143,-95.186694,3,Starbucks,55
29.508143,-95.186694,4,McDonald's,54
39.008112,-94.844319,1,McDonald's,78
39.008112,-94.844319,2,Walmart,75
44.117064,-70.225199,1,Dunkin',57
44.117064,-70.225199,2,Walmart,56
44.117064,-70.225199,3,McDonald's,50
41.830209,-88.093803,1,McDonald's,62
41.830209,-88.093803,2,Chick-fil-A,49
41.830209,-88.093803,4,Target,46
45.534836,-122.877334,1,Starbucks,70
45.534836,-122.877334,2,McDonald's,50
45.534836,-122.877334,3,Target,48
45.534836,-122.877334,4,Walmart,41
45.534836,-122.877334,1,Starbucks,68
45.534836,-122.877334,2,McDonald's,62
45.534836,-122.877334,4,Target,43
40.504303,-88.99499,1,Walmart,62
40.504303,-88.99499,2,McDonald's,57
40.504303,-88.99499,4,Starbucks,35
40.73474,-74.170361,1,McDonald's,100
40.73474,-74.170361,2,Walmart,50
29.571926,-98.326241,1,Walmart,71
29.571926,-98.326241,4,McDonald's,55
42.104767,-87.814034,1,Starbucks,58
42.104767,-87.814034,2,Target,47
42.104767,-87.814034,3,McDonald's,35
27.234772,-80.267635,1,Walmart,50
27.234772,-80.267635,2,Publix Super Markets,49
27.234772,-80.267635,4,McDonald's,42
42.040255,-88.033702,1,Starbucks,59
42.040255,-88.033702,2,McDonald's,58
42.040255,-88.033702,3,Target,53
41.66228,-81.240635,1,McDonald's,62
41.66228,-81.240635,2,Walmart,58
41.66228,-81.240635,4,Starbucks,40
41.66228,-81.240635,1,McDonald's,54
41.66228,-81.240635,2,Walmart,51
26.033013,-80.142064,1,Walmart,49
26.033013,-80.142064,2,McDonald's,47
26.033013,-80.142064,3,Starbucks,43
26.033013,-80.142064,4,Publix Super Markets,37
39.312446,-76.755353,1,Walmart,60
39.312446,-76.755353,2,McDonald's,49
39.312446,-76.755353,3,Chick-fil-A,36
39.312446,-76.755353,4,Shell Oil,35
27.463187,-82.578405,1,Walmart,72
27.463187,-82.578405,2,McDonald's,67
41.522645,-88.147523,1,McDonald's,63
41.522645,-88.147523,2,Walmart,56
41.522645,-88.147523,3,Walgreens,41
42.232508,-87.942156,1,Target,54
42.232508,-87.942156,2,McDonald's,46
42.232508,-87.942156,3,Starbucks,39
42.232508,-87.942156,4,Walgreens,35
42.232508,-87.942156,1,Target,58
42.232508,-87.942156,2,McDonald's,49
42.232508,-87.942156,3,Walgreens,48
42.232508,-87.942156,4,Walmart,46
41.761787,-71.458961,1,Dunkin',67
41.761787,-71.458961,3,McDonald's,54
41.761787,-71.458961,4,Target,41
28.673572,-81.469932,1,Walmart,68
28.673572,-81.469932,2,McDonald's,57
28.673572,-81.469932,3,Publix Super Markets,55
42.721343,-84.426903,1,McDonald's,66
42.721343,-84.426903,4,Walmart,37
43.479434,-83.970064,1,McDonald's,64
43.479434,-83.970064,2,Walmart,58
38.985689,-77.096081,1,Starbucks,51
38.985689,-77.096081,2,McDonald's,45
42.138962,-87.793104,1,Starbucks,51
42.138962,-87.793104,2,Walgreens,40
42.138962,-87.793104,3,McDonald's,37
42.138962,-87.793104,4,Shell Oil,30
45.5098,-122.684552,1,Starbucks,39
45.5098,-122.684552,2,Walmart,34
33.855531,-84.5993,1,Walmart,63
33.855531,-84.5993,2,Chick-fil-A,56
33.855531,-84.5993,3,McDonald's,44
27.387623,-82.458131,1,Walmart,54
27.387623,-82.458131,2,Publix Super Markets,53
27.387623,-82.458131,3,Target,44
27.387623,-82.458131,4,McDonald's,40
25.699492,-80.295001,2,Publix Super Markets,42
25.699492,-80.295001,3,McDonald's,41
25.699492,-80.295001,4,Starbucks,40
38.943181,-95.252012,1,Walmart,64
38.943181,-95.252012,2,McDonald's,60
38.943181,-95.252012,4,Target,42
41.939662,-87.655138,1,McDonald's,47
41.939662,-87.655138,2,Target,38
41.939662,-87.655138,3,Walgreens,38
41.939662,-87.655138,4,Starbucks,33
40.970011,-73.955166,1,Target,42
40.970011,-73.955166,2,Starbucks,38
40.970011,-73.955166,3,Dunkin',35
31.834342,-106.546122,1,Walmart,54
31.834342,-106.546122,2,Starbucks,47
31.834342,-106.546122,3,Chick-fil-A,43
31.834342,-106.546122,4,McDonald's,43
38.294036,-85.560139,1,Walmart,62
38.294036,-85.560139,2,Kroger,60
38.294036,-85.560139,3,Chick-fil-A,52
38.294036,-85.560139,4,McDonald's,50
28.520946,-81.586778,1,Target,53
28.520946,-81.586778,2,Walmart,52
28.520946,-81.586778,3,McDonald's,50
28.520946,-81.586778,4,Chick-fil-A,48
28.3869,-81.245029,1,Walmart,64
28.3869,-81.245029,2,Publix Super Markets,59
28.3869,-81.245029,3,McDonald's,51
28.3869,-81.245029,4,Starbucks,38
40.622072,-74.026709,1,McDonald's,43
40.622072,-74.026709,2,Starbucks,38
40.622072,-74.026709,3,Dunkin',37
40.850224,-74.294055,1,Starbucks,43
40.850224,-74.294055,2,Dunkin',42
29.809985,-95.162528,1,Walmart,80
29.809985,-95.162528,3,Chick-fil-A,59
29.809985,-95.162528,4,Shell Oil,57
41.551196,-87.180865,1,McDonald's,67
41.551196,-87.180865,3,Walmart,58
41.551196,-87.180865,4,Walgreens,47
29.665722,-95.187698,1,Walmart,67
29.665722,-95.187698,2,McDonald's,61
29.665722,-95.187698,4,Chick-fil-A,45
29.665722,-95.187698,1,Walmart,74
29.665722,-95.187698,2,McDonald's,65
29.665722,-95.187698,3,Chick-fil-A,50
40.831205,-74.089074,1,Starbucks,45
40.831205,-74.089074,2,Dunkin',43
33.882403,-84.010515,2,Walmart,63
33.882403,-84.010515,3,Chick-fil-A,62
33.882403,-84.010515,4,McDonald's,61
41.691906,-87.740274,1,McDonald's,53
41.691906,-87.740274,2,Starbucks,42
41.691906,-87.740274,3,Target,41
41.691906,-87.740274,4,Walgreens,41
28.597179,-81.216466,1,McDonald's,62
28.597179,-81.216466,2,Walmart,57
28.597179,-81.216466,4,Chick-fil-A,52
41.178456,-73.181941,1,Dunkin',50
41.178456,-73.181941,2,McDonald's,46
41.178456,-73.181941,3,Starbucks,43
41.178456,-73.181941,4,Walmart,34
41.779965,-87.645113,1,McDonald's,49
41.779965,-87.645113,2,Walmart,45
41.779965,-87.645113,3,Walgreens,45
38.920893,-77.072256,1,Starbucks,60
38.920893,-77.072256,3,Walmart,50
38.920893,-77.072256,4,Target,50
38.920893,-77.072256,1,Starbucks,75
42.342304,-87.895811,1,Walmart,67
42.342304,-87.895811,2,McDonald's,65
41.941358,-87.68878,1,Starbucks,52
41.941358,-87.68878,2,McDonald's,48
41.941358,-87.68878,3,Target,38
32.821057,-96.788125,1,Starbucks,52
32.821057,-96.788125,2,Chick-fil-A,39
32.821057,-96.788125,4,Target,31
41.386317,-81.97467,1,McDonald's,54
41.386317,-81.97467,2,Walmart,49
41.386317,-81.97467,4,Target,29
40.01635,-105.257945,1,McDonald's,32
40.01635,-105.257945,2,Target,30
40.01635,-105.257945,4,Starbucks,29
29.750699,-95.477321,2,Starbucks,44
29.750699,-95.477321,4,Walgreens,36
30.254626,-81.532801,1,Chick-fil-A,58
30.254626,-81.532801,2,Walmart,55
30.254626,-81.532801,3,Shell Oil,53
30.254626,-81.532801,4,Target,52
41.817766,-87.870086,1,McDonald's,53
41.817766,-87.870086,2,Target,43
41.817766,-87.870086,3,Walgreens,38
41.817766,-87.870086,4,Starbucks,37
30.482037,-90.459484,1,Walmart,81
30.482037,-90.459484,2,McDonald's,65
30.482037,-90.459484,3,Target,57
41.850913,-87.743811,1,McDonald's,73
41.850913,-87.743811,2,Walgreens,59
41.850913,-87.743811,3,Walmart,57
40.760157,-111.870023,1,Walmart,33
40.760157,-111.870023,2,McDonald's,32
38.59192,-89.985535,1,Walmart,65
38.59192,-89.985535,2,McDonald's,50
38.59192,-89.985535,3,Target,41
38.59192,-89.985535,4,Walgreens,38
28.205363,-82.666903,1,Walmart,65
28.205363,-82.666903,2,Publix Super Markets,54
28.205363,-82.666903,3,McDonald's,53
28.205363,-82.666903,4,Starbucks,50
28.205363,-82.666903,1,McDonald's,66
28.205363,-82.666903,2,Walmart,62
28.205363,-82.666903,4,Chick-fil-A,51
41.233613,-96.191971,1,Walmart,60
41.233613,-96.191971,2,Target,47
41.233613,-96.191971,3,McDonald's,45
41.233613,-96.191971,4,Starbucks,43
41.233613,-96.191971,1,Walmart,60
41.233613,-96.191971,2,Target,49
41.233613,-96.191971,3,Starbucks,45
41.233613,-96.191971,4,McDonald's,44
41.917734,-87.660081,1,McDonald's,58
41.917734,-87.660081,2,Starbucks,55
41.917734,-87.660081,3,Target,51
35.760382,-78.740899,1,Chick-fil-A,60
35.760382,-78.740899,2,Target,55
35.760382,-78.740899,3,McDonald's,48
35.760382,-78.740899,4,Starbucks,47
40.432075,-111.8884,1,Walmart,59
40.432075,-111.8884,4,Chick-fil-A,38
39.079749,-84.706748,1,Kroger,77
39.079749,-84.706748,2,McDonald's,73
41.659086,-81.377147,1,McDonald's,47
41.659086,-81.377147,2,Walmart,43
28.066369,-82.570544,1,Walmart,51
28.066369,-82.570544,2,McDonald's,46
28.066369,-82.570544,3,Publix Super Markets,44
28.066369,-82.570544,4,Chick-fil-A,40
39.438723,-119.761199,1,Walmart,61
39.438723,-119.761199,2,Starbucks,49
39.438723,-119.761199,3,McDonald's,43
40.461468,-74.457118,1,Dunkin',41
40.461468,-74.457118,2,Starbucks,38
40.461468,-74.457118,3,Walmart,36
27.89411,-82.780048,1,Walmart,58
27.89411,-82.780048,2,McDonald's,50
27.89411,-82.780048,3,Chick-fil-A,49
27.89411,-82.780048,4,Publix Super Markets,46
25.980243,-80.356942,1,Walmart,49
25.980243,-80.356942,2,McDonald's,47
25.980243,-80.356942,3,Chick-fil-A,38
25.980243,-80.356942,4,Shell Oil,38
41.870813,-71.532569,1,Dunkin',69
41.870813,-71.532569,2,McDonald's,61
41.870813,-71.532569,3,Target,55
35.188711,-101.866839,1,Walmart,78
28.593631,-81.365321,1,McDonald's,59
28.593631,-81.365321,2,Chick-fil-A,52
28.593631,-81.365321,4,Walmart,51
39.537413,-105.013931,2,Starbucks,75
39.537413,-105.013931,3,Chick-fil-A,75
39.537413,-105.013931,4,Target,50
35.531237,-97.575796,1,Walmart,71
35.531237,-97.575796,3,McDonald's,55
35.531237,-97.575796,4,Chick-fil-A,49
38.99863,-76.912152,1,McDonald's,55
38.99863,-76.912152,2,Shell Oil,45
38.99863,-76.912152,4,Walmart,38
28.800063,-81.333639,1,Chick-fil-A,61
28.800063,-81.333639,2,McDonald's,59
28.800063,-81.333639,3,Walmart,58
28.800063,-81.333639,4,Target,51
38.854109,-94.683264,1,Target,61
38.854109,-94.683264,3,Starbucks,53
38.854109,-94.683264,4,McDonald's,53
40.059586,-80.599966,1,Walmart,67
40.059586,-80.599966,2,McDonald's,51
40.059586,-80.599966,3,Chick-fil-A,43
40.059586,-80.599966,1,Walmart,71
40.059586,-80.599966,2,McDonald's,65
40.059586,-80.599966,4,Chick-fil-A,55
42.681631,-83.192487,1,McDonald's,52
42.681631,-83.192487,2,Starbucks,38
42.681631,-83.192487,3,Target,36
42.681631,-83.192487,4,Kroger,34
32.441374,-93.718253,1,Walmart,70
32.441374,-93.718253,2,Shell Oil,58
32.441374,-93.718253,4,McDonald's,55
34.303259,-83.858695,1,Walmart,71
34.303259,-83.858695,2,Chick-fil-A,71
34.303259,-83.858695,3,McDonald's,59
44.073404,-123.043198,1,McDonald's,59
44.073404,-123.043198,2,Walmart,52
27.310687,-80.406444,1,Walmart,73
27.310687,-80.406444,2,McDonald's,56
27.310687,-80.406444,4,Walgreens,42
40.764625,-73.306642,2,McDonald's,52
40.764625,-73.306642,3,Target,48
38.883266,-76.995262,1,McDonald's,54
38.883266,-76.995262,4,Starbucks,42
41.27734,-72.828295,1,Walmart,72
41.27734,-72.828295,2,Dunkin',61
41.27734,-72.828295,3,Walgreens,39
26.121557,-80.330783,1,Walmart,46
26.121557,-80.330783,3,McDonald's,40
26.121557,-80.330783,4,Publix Super Markets,40
42.112785,-87.978289,1,McDonald's,64
42.112785,-87.978289,2,Target,48
42.112785,-87.978289,3,Starbucks,48
42.112785,-87.978289,4,Walmart,44
41.090934,-73.455627,1,Dunkin',36
41.090934,-73.455627,2,McDonald's,32
41.090934,-73.455627,3,Walmart,31
41.090934,-73.455627,1,McDonald's,44
41.090934,-73.455627,2,Dunkin',41
41.090934,-73.455627,3,Starbucks,38
41.090934,-73.455627,4,Walmart,36
28.003619,-81.717527,1,Walmart,75
28.003619,-81.717527,2,McDonald's,63
28.003619,-81.717527,3,Publix Super Markets,44
44.117064,-70.225199,1,Dunkin',71
44.117064,-70.225199,2,Walmart,59
44.117064,-70.225199,3,McDonald's,57
32.769011,-97.096825,1,Walmart,66
32.769011,-97.096825,3,McDonald's,46
32.769011,-97.096825,4,Chick-fil-A,40
28.225191,-81.643861,1,Walmart,70
28.225191,-81.643861,2,McDonald's,66
41.903718,-87.628887,1,Starbucks,50
41.903718,-87.628887,2,McDonald's,37
41.903718,-87.628887,3,Walgreens,35
41.903718,-87.628887,4,Dunkin',28
41.162399,-96.023319,1,Walmart,68
41.162399,-96.023319,2,Target,52
41.162399,-96.023319,4,McDonald's,39
25.478969,-80.441953,1,Walmart,72
25.478969,-80.441953,2,McDonald's,67
25.478969,-80.441953,3,Walgreens,47
27.960161,-82.505023,1,Walmart,67
27.960161,-82.505023,2,McDonald's,59
27.960161,-82.505023,4,Starbucks,44
37.111904,-113.554444,1,Walmart,60
37.111904,-113.554444,2,McDonald's,35
32.433647,-97.784748,1,Walmart,73
32.433647,-97.784748,3,McDonald's,56
38.740286,-77.213078,1,McDonald's,56
38.740286,-77.213078,3,Starbucks,48
33.775278,-84.298721,1,Walmart,55
33.775278,-84.298721,2,Chick-fil-A,49
33.775278,-84.298721,4,McDonald's,43
28.290793,-82.711914,1,Walmart,82
28.290793,-82.711914,2,McDonald's,69
36.126472,-97.053388,1,Walmart,85
36.126472,-97.053388,4,McDonald's,54
32.869875,-97.341855,1,Walmart,76
32.869875,-97.341855,2,Chick-fil-A,62
32.869875,-97.341855,4,McDonald's,60
32.869875,-97.341855,1,Walmart,62
32.869875,-97.341855,3,Chick-fil-A,59
32.869875,-97.341855,4,McDonald's,58
27.838821,-82.684634,1,McDonald's,62
27.838821,-82.684634,2,Walmart,61
27.838821,-82.684634,4,Chick-fil-A,52
41.721464,-87.679908,1,McDonald's,67
41.721464,-87.679908,2,Walmart,57
41.721464,-87.679908,3,Walgreens,48
41.721464,-87.679908,4,Shell Oil,41
33.90828,-84.205692,1,Walmart,59
33.90828,-84.205692,3,Chick-fil-A,54
33.90828,-84.205692,4,McDonald's,45
35.966171,-78.544122,1,Chick-fil-A,55
35.966171,-78.544122,2,McDonald's,53
35.966171,-78.544122,3,Target,52
45.5098,-122.684552,1,Starbucks,41
45.5098,-122.684552,2,McDonald's,31
27.893203,-82.272344,1,Walmart,69
27.893203,-82.272344,2,McDonald's,66
27.893203,-82.272344,3,Chick-fil-A,58
27.893203,-82.272344,4,Publix Super Markets,57
39.412702,-76.772287,1,Chick-fil-A,53
39.412702,-76.772287,2,Walmart,42
39.412702,-76.772287,3,McDonald's,42
39.412702,-76.772287,1,Chick-fil-A,55
39.412702,-76.772287,2,Walmart,53
39.412702,-76.772287,3,Target,44
39.412702,-76.772287,4,McDonald's,38
38.335883,-75.101531,2,Walmart,55
38.335883,-75.101531,4,Chick-fil-A,45
38.335883,-75.101531,1,McDonald's,73
38.335883,-75.101531,2,Walmart,63
38.335883,-75.101531,4,Chick-fil-A,47
40.415252,-74.158715,1,Dunkin',53
40.415252,-74.158715,2,McDonald's,52
40.415252,-74.158715,4,Target,41
41.885576,-87.635232,1,Starbucks,39
41.885576,-87.635232,2,McDonald's,34
41.885576,-87.635232,3,Walmart,30
41.885576,-87.635232,4,Target,30
41.505634,-87.733305,1,McDonald's,72
41.505634,-87.733305,2,Walmart,68
41.505634,-87.733305,4,Walgreens,43
41.505634,-87.733305,1,Walmart,61
41.505634,-87.733305,2,McDonald's,58
41.505634,-87.733305,3,Walgreens,41
39.037611,-84.454724,1,Kroger,65
39.037611,-84.454724,2,McDonald's,50
39.037611,-84.454724,3,Walmart,40
40.890881,-111.892615,1,Walmart,48
40.890881,-111.892615,4,McDonald's,39
38.769954,-77.139703,1,McDonald's,60
38.769954,-77.139703,2,Walmart,47
38.769954,-77.139703,3,Target,46
38.769954,-77.139703,4,Shell Oil,44
39.022672,-76.925778,1,McDonald's,61
39.022672,-76.925778,2,Target,45
39.022672,-76.925778,3,Shell Oil,45
39.022672,-76.925778,4,Walmart,44
32.841052,-97.238007,1,Walmart,73
32.841052,-97.238007,3,Chick-fil-A,61
32.841052,-97.238007,4,McDonald's,61
32.841052,-97.238007,1,Walmart,69
32.841052,-97.238007,3,Chick-fil-A,49
32.841052,-97.238007,4,McDonald's,46
42.282987,-83.203728,1,McDonald's,62
42.282987,-83.203728,2,Walmart,50
40.70644,-74.404525,2,Starbucks,39
40.70644,-74.404525,3,McDonald's,33
40.70644,-74.404525,4,Dunkin',29
43.585321,-84.768095,2,Walmart,52
43.585321,-84.768095,3,McDonald's,52
