latitude,longitude,same_month_top_rank,same_month_brand,month_%_value
41.870705,-71.521419,3,Target,55
41.870705,-71.521419,4,McDonald's,53
38.851175,-94.817544,1,Walmart,67
38.851175,-94.817544,2,McDonald's,61
38.851175,-94.817544,4,Target,46
28.13129,-82.365768,1,Walmart,60
28.13129,-82.365768,2,McDonald's,47
28.13129,-82.365768,3,Publix Super Markets,44
28.13129,-82.365768,4,Chick-fil-A,42
45.486854,-122.773631,1,McDonald's,60
45.486854,-122.773631,2,Starbucks,60
45.486854,-122.773631,3,Target,45
32.31496,-106.743685,1,Walmart,76
32.31496,-106.743685,2,McDonald's,51
32.31496,-106.743685,4,Walgreens,43
41.386317,-81.97467,1,McDonald's,55
41.386317,-81.97467,2,Walmart,51
41.386317,-81.97467,4,Starbucks,33
28.66124,-81.396683,1,McDonald's,60
28.66124,-81.396683,2,Walmart,55
28.66124,-81.396683,3,Chick-fil-A,54
28.66124,-81.396683,4,Publix Super Markets,51
41.05011,-74.061677,2,Starbucks,38
41.05011,-74.061677,4,Dunkin',38
40.01967,-82.866773,1,Kroger,52
40.01967,-82.866773,2,McDonald's,50
40.01967,-82.866773,4,Starbucks,38
33.870891,-98.534228,1,Walmart,82
33.870891,-98.534228,2,McDonald's,70
40.01635,-105.257945,1,Starbucks,37
40.01635,-105.257945,2,Target,35
40.01635,-105.257945,3,McDonald's,34
40.01635,-105.257945,4,Walmart,29
30.173647,-81.627796,1,Walmart,55
30.173647,-81.627796,2,Publix Super Markets,44
30.173647,-81.627796,3,McDonald's,41
30.173647,-81.627796,4,Chick-fil-A,40
43.215367,-70.88011,1,Walmart,66
43.215367,-70.88011,2,McDonald's,46
43.215367,-70.88011,4,Dunkin',37
38.017341,-84.418315,1,McDonald's,65
38.017341,-84.418315,2,Walmart,63
38.017341,-84.418315,3,Chick-fil-A,54
38.017341,-84.418315,4,Starbucks,51
36.168065,-80.279038,1,Target,80
36.168065,-80.279038,3,McDonald's,60
27.961166,-82.727504,1,McDonald's,60
27.961166,-82.727504,2,Walmart,57
27.961166,-82.727504,3,Chick-fil-A,50
27.961166,-82.727504,4,Publix Super Markets,44
41.843499,-71.409299,4,Walgreens,29
42.514315,-83.047674,1,McDonald's,66
42.514315,-83.047674,2,Walmart,50
32.550226,-93.708781,1,Walmart,73
32.550226,-93.708781,3,Shell Oil,64
32.550226,-93.708781,4,McDonald's,58
41.850913,-87.743811,1,McDonald's,57
41.850913,-87.743811,2,Walgreens,50
41.850913,-87.743811,3,Walmart,45
42.094592,-88.336479,1,Walmart,53
42.094592,-88.336479,2,McDonald's,47
42.094592,-88.336479,3,Target,42
42.094592,-88.336479,4,Starbucks,38
41.868009,-87.64108,1,McDonald's,65
41.868009,-87.64108,3,Target,50
41.868009,-87.64108,4,Walgreens,47
42.994374,-70.925033,1,Dunkin',53
42.994374,-70.925033,2,McDonald's,51
42.994374,-70.925033,4,Walmart,45
41.868009,-87.64108,1,McDonald's,53
41.868009,-87.64108,2,Starbucks,48
41.868009,-87.64108,3,Walgreens,47
39.067774,-77.485309,1,Chick-fil-A,58
39.067774,-77.485309,2,McDonald's,46
39.067774,-77.485309,3,Walmart,32
39.067774,-77.485309,4,Target,32
40.806995,-73.990184,1,Target,41
40.806995,-73.990184,2,Dunkin',35
40.806995,-73.990184,3,Starbucks,33
40.806995,-73.990184,4,McDonald's,28
40.861834,-74.387708,1,Target,39
40.861834,-74.387708,2,Walmart,38
40.861834,-74.387708,4,Starbucks,36
40.24438,-74.299324,2,Dunkin',42
40.24438,-74.299324,3,McDonald's,38
40.24438,-74.299324,4,Target,35
45.516322,-122.655489,1,Starbucks,47
45.516322,-122.655489,2,McDonald's,45
32.836184,-97.132823,1,Walmart,65
32.836184,-97.132823,3,McDonald's,60
32.836184,-97.132823,4,Starbucks,48
40.803464,-74.36269,1,Dunkin',41
40.803464,-74.36269,4,Starbucks,31
39.087094,-84.477958,1,Kroger,63
39.087094,-84.477958,2,McDonald's,46
39.087094,-84.477958,3,Chick-fil-A,41
39.087094,-84.477958,4,Target,40
39.087094,-84.477958,1,Kroger,62
39.087094,-84.477958,2,McDonald's,55
39.087094,-84.477958,3,Chick-fil-A,41
39.087094,-84.477958,4,Target,41
38.988771,-84.641856,1,McDonald's,68
38.988771,-84.641856,2,Kroger,56
38.988771,-84.641856,3,Walmart,54
41.901249,-87.939525,1,Starbucks,45
41.901249,-87.939525,2,Walgreens,39
41.901249,-87.939525,3,Target,37
41.901249,-87.939525,4,McDonald's,35
28.800063,-81.333639,1,Walmart,65
28.800063,-81.333639,2,Chick-fil-A,50
28.800063,-81.333639,3,McDonald's,49
28.800063,-81.333639,4,Target,36
38.042674,-84.502659,2,McDonald's,63
38.042674,-84.502659,3,Starbucks,61
38.042674,-84.502659,4,Kroger,55
41.810579,-87.968127,2,Walgreens,40
41.810579,-87.968127,3,McDonald's,40
41.810579,-87.968127,4,Target,37
40.499072,-74.645239,1,Starbucks,45
40.499072,-74.645239,2,Dunkin',41
40.499072,-74.645239,3,Walmart,36
41.703895,-88.307006,1,Walmart,63
41.703895,-88.307006,2,McDonald's,62
41.703895,-88.307006,3,Target,45
41.703895,-88.307006,4,Walgreens,42
44.89997,-123.039302,1,McDonald's,58
44.89997,-123.039302,2,Walmart,46
26.187799,-80.115607,1,Starbucks,63
26.187799,-80.115607,2,Publix Super Markets,54
26.187799,-80.115607,3,Walgreens,38
26.187799,-80.115607,4,Walmart,35
42.048673,-87.681229,1,Starbucks,48
42.048673,-87.681229,2,Target,46
42.048673,-87.681229,3,Walgreens,44
42.048673,-87.681229,4,McDonald's,44
39.659657,-77.744704,2,McDonald's,64
39.659657,-77.744704,3,Walmart,62
39.659657,-77.744704,4,Chick-fil-A,52
41.275851,-73.12399,1,McDonald's,60
41.275851,-73.12399,2,Dunkin',55
41.275851,-73.12399,3,Starbucks,48
30.247626,-97.775481,2,Shell Oil,46
30.247626,-97.775481,3,Walmart,39
40.739609,-74.030002,1,Starbucks,44
40.739609,-74.030002,2,Dunkin',40
40.739609,-74.030002,3,McDonald's,35
40.739609,-74.030002,4,Walgreens,32
42.309188,-122.851628,1,Walmart,47
38.883266,-76.995262,1,Starbucks,43
38.883266,-76.995262,2,McDonald's,38
39.097931,-76.809001,1,Walmart,55
39.097931,-76.809001,2,Chick-fil-A,49
39.097931,-76.809001,3,Target,43
39.097931,-76.809001,4,McDonald's,43
40.787477,-74.045614,1,Dunkin',50
40.787477,-74.045614,2,Walmart,46
40.787477,-74.045614,3,Starbucks,39
42.723668,-88.995176,1,McDonald's,66
42.723668,-88.995176,2,Walmart,61
42.723668,-88.995176,4,Target,39
28.003619,-81.717527,1,Walmart,73
28.003619,-81.717527,2,McDonald's,72
25.89481,-80.350741,1,McDonald's,64
25.89481,-80.350741,2,Walmart,60
25.89481,-80.350741,4,Walgreens,45
35.652361,-80.456732,1,Walmart,55
35.652361,-80.456732,2,Chick-fil-A,53
44.829372,-68.75375,1,Walmart,57
44.829372,-68.75375,2,McDonald's,47
44.829372,-68.75375,4,Dunkin',40
39.713889,-86.355976,1,Walmart,75
39.713889,-86.355976,2,McDonald's,63
39.713889,-86.355976,3,Chick-fil-A,48
41.162399,-96.023319,1,Walmart,49
41.162399,-96.023319,2,Target,49
41.162399,-96.023319,3,Walgreens,41
38.885047,-94.667227,1,McDonald's,65
38.885047,-94.667227,3,Walmart,55
38.885047,-94.667227,4,Target,55
41.830209,-88.093803,1,McDonald's,46
41.830209,-88.093803,2,Starbucks,41
41.830209,-88.093803,3,Walgreens,40
41.830209,-88.093803,4,Walmart,38
41.872387,-87.677263,1,McDonald's,55
41.872387,-87.677263,2,Walmart,47
41.872387,-87.677263,3,Target,44
41.872387,-87.677263,4,Walgreens,42
38.049163,-78.503683,1,Walmart,47
38.049163,-78.503683,2,Chick-fil-A,44
38.049163,-78.503683,3,McDonald's,43
32.297147,-95.301814,2,Walmart,83
32.297147,-95.301814,3,McDonald's,61
40.509952,-88.954724,1,McDonald's,71
40.509952,-88.954724,2,Walmart,58
40.509952,-88.954724,3,Chick-fil-A,54
26.15056,-80.118885,1,McDonald's,56
26.15056,-80.118885,2,Starbucks,46
26.15056,-80.118885,3,Publix Super Markets,43
26.15056,-80.118885,4,Walgreens,41
27.177999,-80.236066,1,Walmart,52
27.177999,-80.236066,2,Publix Super Markets,49
27.177999,-80.236066,3,McDonald's,43
27.177999,-80.236066,4,Chick-fil-A,42
38.828174,-77.438142,1,Walmart,59
38.828174,-77.438142,2,Chick-fil-A,53
38.828174,-77.438142,3,McDonald's,51
38.828174,-77.438142,4,Shell Oil,41
31.770991,-106.374674,1,Walmart,71
31.770991,-106.374674,2,McDonald's,57
41.731278,-87.798503,1,McDonald's,56
41.731278,-87.798503,2,Walmart,55
41.731278,-87.798503,3,Walgreens,45
41.731278,-87.798503,4,Shell Oil,40
41.314068,-81.654733,1,McDonald's,52
41.314068,-81.654733,4,Starbucks,39
39.37322,-76.542609,1,Walmart,60
39.37322,-76.542609,2,McDonald's,58
39.37322,-76.542609,4,Chick-fil-A,53
30.504473,-84.249684,1,Walmart,66
30.504473,-84.249684,2,Chick-fil-A,59
30.504473,-84.249684,3,Shell Oil,55
30.504473,-84.249684,4,Target,51
27.893203,-82.272344,1,Walmart,57
27.893203,-82.272344,2,McDonald's,53
27.893203,-82.272344,3,Publix Super Markets,44
29.673663,-82.338682,1,McDonald's,52
29.673663,-82.338682,2,Walmart,49
29.673663,-82.338682,3,Publix Super Markets,49
29.673663,-82.338682,4,Starbucks,48
28.520946,-81.586778,2,Walmart,50
28.520946,-81.586778,3,McDonald's,50
28.520946,-81.586778,4,Target,46
28.364116,-81.365199,1,McDonald's,68
28.364116,-81.365199,2,Walmart,64
28.364116,-81.365199,1,Walmart,67
28.364116,-81.365199,2,McDonald's,62
38.294036,-85.560139,1,McDonald's,65
38.294036,-85.560139,2,Chick-fil-A,63
38.294036,-85.560139,3,Kroger,60
38.294036,-85.560139,4,Walmart,52
41.712276,-71.489658,1,Dunkin',77
41.712276,-71.489658,2,Walmart,57
41.712276,-71.489658,3,McDonald's,53
39.204021,-84.368016,1,McDonald's,57
39.204021,-84.368016,2,Kroger,55
39.204021,-84.368016,3,Shell Oil,43
44.486767,-88.067502,2,Walmart,60
44.486767,-88.067502,3,McDonald's,59
44.486767,-88.067502,4,Shell Oil,58
44.166275,-93.951347,1,McDonald's,63
44.166275,-93.951347,3,Walmart,60
35.144436,-89.796158,1,Walmart,55
35.144436,-89.796158,2,McDonald's,46
35.144436,-89.796158,3,Kroger,44
35.144436,-89.796158,4,Chick-fil-A,44
41.39701,-82.106536,1,McDonald's,75
41.39701,-82.106536,2,Walmart,69
41.39701,-82.106536,3,Target,48
30.448792,-84.311137,1,Chick-fil-A,61
30.448792,-84.311137,2,Walmart,58
30.448792,-84.311137,4,Publix Super Markets,50
29.546262,-95.750284,1,Walmart,71
29.546262,-95.750284,2,McDonald's,71
39.185083,-96.576044,1,Walmart,65
39.185083,-96.576044,2,McDonald's,64
39.185083,-96.576044,4,Starbucks,45
45.303136,-122.766208,1,Starbucks,57
45.303136,-122.766208,2,McDonald's,49
45.303136,-122.766208,3,Target,44
41.157041,-73.2406,1,McDonald's,52
41.157041,-73.2406,2,Starbucks,44
38.920893,-77.072256,1,Starbucks,63
41.858239,-88.139179,1,McDonald's,61
41.858239,-88.139179,2,Target,55
41.858239,-88.139179,3,Walgreens,48
41.858239,-88.139179,4,Starbucks,40
30.556401,-97.687987,2,Chick-fil-A,51
30.556401,-97.687987,3,Walmart,50
30.556401,-97.687987,4,McDonald's,47
40.139536,-74.060895,1,Target,33
40.139536,-74.060895,2,Starbucks,33
40.139536,-74.060895,3,McDonald's,28
40.01967,-82.866773,1,McDonald's,59
40.01967,-82.866773,2,Kroger,52
40.029632,-83.116149,1,McDonald's,68
40.029632,-83.116149,2,Target,48
40.029632,-83.116149,4,Walmart,46
41.178306,-111.999462,1,Walmart,75
41.178306,-111.999462,2,McDonald's,56
40.725679,-111.862008,1,Walmart,54
40.725679,-111.862008,2,McDonald's,48
40.725679,-111.862008,3,Starbucks,48
41.554801,-72.679418,2,Walmart,47
41.554801,-72.679418,3,Dunkin',45
41.554801,-72.679418,4,McDonald's,44
33.727819,-84.737757,1,Walmart,59
33.727819,-84.737757,2,Chick-fil-A,54
33.727819,-84.737757,3,McDonald's,50
35.348785,-80.857777,1,Walmart,63
35.348785,-80.857777,2,Chick-fil-A,57
35.348785,-80.857777,3,McDonald's,52
35.348785,-80.857777,4,Target,49
27.893447,-82.505855,1,Chick-fil-A,51
27.893447,-82.505855,2,Walmart,46
27.893447,-82.505855,3,McDonald's,40
27.893447,-82.505855,4,Starbucks,36
36.94279,-86.420952,1,Walmart,66
36.94279,-86.420952,2,McDonald's,59
36.94279,-86.420952,3,Shell Oil,52
41.462861,-81.480623,1,McDonald's,58
41.462861,-81.480623,2,Starbucks,47
28.066369,-82.570544,1,Walmart,57
28.066369,-82.570544,2,Publix Super Markets,46
28.066369,-82.570544,3,McDonald's,44
28.066369,-82.570544,4,Chick-fil-A,39
38.732708,-77.547501,1,Chick-fil-A,60
38.732708,-77.547501,2,McDonald's,57
38.732708,-77.547501,3,Target,53
41.573205,-90.529364,1,Walmart,51
41.573205,-90.529364,4,McDonald's,46
41.90209,-88.341734,1,McDonald's,66
41.90209,-88.341734,2,Starbucks,56
41.90209,-88.341734,3,Target,48
39.400406,-76.602856,1,McDonald's,48
39.400406,-76.602856,2,Chick-fil-A,47
39.400406,-76.602856,3,Target,42
39.400406,-76.602856,4,Walmart,38
39.186788,-75.536508,2,Walmart,63
39.186788,-75.536508,3,Chick-fil-A,57
39.186788,-75.536508,4,McDonald's,56
41.932831,-87.668112,1,McDonald's,48
41.932831,-87.668112,2,Starbucks,46
41.932831,-87.668112,4,Target,39
40.461468,-74.457118,1,Walmart,53
40.461468,-74.457118,2,Walgreens,35
26.008429,-80.29492,1,Walmart,55
26.008429,-80.29492,2,McDonald's,49
26.008429,-80.29492,3,Publix Super Markets,46
26.008429,-80.29492,4,Starbucks,37
40.651022,-74.349318,1,Dunkin',51
40.651022,-74.349318,2,Starbucks,46
40.651022,-74.349318,3,McDonald's,37
38.349724,-75.602651,1,Walmart,59
38.349724,-75.602651,2,Chick-fil-A,49
38.349724,-75.602651,4,McDonald's,41
36.271853,-115.207037,1,Walmart,61
36.271853,-115.207037,2,Starbucks,57
36.271853,-115.207037,3,McDonald's,52
35.188711,-101.866839,1,Walmart,74
42.010676,-87.712107,1,McDonald's,52
42.010676,-87.712107,2,Walmart,51
42.010676,-87.712107,3,Target,49
42.010676,-87.712107,4,Walgreens,45
41.957184,-88.073668,1,McDonald's,64
41.957184,-88.073668,2,Starbucks,54
41.957184,-88.073668,3,Walgreens,50
40.803464,-74.36269,2,Dunkin',44
40.803464,-74.36269,3,McDonald's,37
40.803464,-74.36269,4,Starbucks,32
45.534179,-122.658355,2,McDonald's,47
45.534179,-122.658355,4,Starbucks,42
42.295414,-85.655212,1,McDonald's,57
42.295414,-85.655212,2,Shell Oil,47
36.013355,-95.887162,2,Walmart,72
36.013355,-95.887162,3,McDonald's,48
40.496091,-74.44393,1,Dunkin',44
40.496091,-74.44393,2,Starbucks,33
40.496091,-74.44393,3,Walmart,32
39.021399,-84.589727,1,Kroger,65
39.021399,-84.589727,2,McDonald's,56
39.021399,-84.589727,3,Walmart,50
39.021399,-84.589727,4,Chick-fil-A,36
39.734639,-75.007941,2,Walmart,50
39.734639,-75.007941,3,Chick-fil-A,50
39.734639,-75.007941,4,McDonald's,48
38.544686,-76.592105,1,Walmart,57
38.544686,-76.592105,2,Chick-fil-A,54
38.544686,-76.592105,3,McDonald's,54
29.774672,-95.397898,1,Walmart,56
29.774672,-95.397898,2,Starbucks,50
29.774672,-95.397898,3,Chick-fil-A,50
29.774672,-95.397898,4,McDonald's,47
26.252821,-80.252296,1,Walmart,53
26.252821,-80.252296,3,McDonald's,45
26.252821,-80.252296,4,Publix Super Markets,42
35.787669,-78.666807,1,Chick-fil-A,74
35.787669,-78.666807,3,Starbucks,41
35.787669,-78.666807,4,McDonald's,36
41.080694,-73.461447,1,Dunkin',44
41.080694,-73.461447,2,McDonald's,43
41.080694,-73.461447,4,Walmart,34
41.080694,-73.461447,1,Dunkin',57
41.080694,-73.461447,2,McDonald's,49
41.080694,-73.461447,3,Walmart,48
38.717837,-75.111233,2,Walmart,50
38.717837,-75.111233,4,Chick-fil-A,46
33.567482,-101.945023,3,Walmart,68
33.567482,-101.945023,4,McDonald's,56
34.303259,-83.858695,1,Chick-fil-A,69
34.303259,-83.858695,2,Walmart,69
34.303259,-83.858695,3,McDonald's,58
41.469078,-87.030094,1,McDonald's,54
41.469078,-87.030094,2,Walmart,50
40.642809,-74.4125,1,Dunkin',48
40.642809,-74.4125,2,McDonald's,39
40.642809,-74.4125,3,Walmart,36
28.346387,-81.486209,1,Walmart,68
28.346387,-81.486209,2,McDonald's,65
28.346387,-81.486209,3,Chick-fil-A,53
47.613549,-122.199857,1,Starbucks,53
47.613549,-122.199857,4,McDonald's,24
47.613549,-122.199857,1,Starbucks,60
47.613549,-122.199857,2,McDonald's,38
39.055516,-76.954936,1,McDonald's,49
39.055516,-76.954936,2,Target,43
38.929706,-77.032435,1,Starbucks,49
38.929706,-77.032435,2,Chick-fil-A,38
32.865756,-96.943649,1,McDonald's,54
32.865756,-96.943649,2,Chick-fil-A,50
32.865756,-96.943649,3,Walmart,46
41.27734,-72.828295,1,Dunkin',62
41.27734,-72.828295,2,Walmart,57
41.27734,-72.828295,3,McDonald's,52
41.27734,-72.828295,4,Starbucks,38
42.719633,-87.849246,1,McDonald's,49
42.719633,-87.849246,3,Walmart,38
40.058895,-74.142267,1,Chick-fil-A,46
40.058895,-74.142267,3,Walmart,44
40.058895,-74.142267,4,Dunkin',44
25.780204,-80.270663,1,McDonald's,60
25.780204,-80.270663,2,Walmart,45
25.780204,-80.270663,3,Starbucks,45
25.780204,-80.270663,4,Shell Oil,39
30.481446,-81.637517,1,Walmart,67
30.481446,-81.637517,2,Chick-fil-A,54
30.481446,-81.637517,3,McDonald's,53
44.117064,-70.225199,1,Walmart,66
44.117064,-70.225199,2,Dunkin',49
44.117064,-70.225199,3,McDonald's,48
45.532968,-122.935123,1,Starbucks,52
45.532968,-122.935123,2,McDonald's,47
45.532968,-122.935123,4,Walmart,34
42.00758,-87.885512,1,McDonald's,64
42.00758,-87.885512,2,Starbucks,51
42.00758,-87.885512,3,Target,48
42.00758,-87.885512,4,Walmart,45
41.928516,-87.787218,1,McDonald's,60
41.928516,-87.787218,2,Walgreens,44
41.928516,-87.787218,3,Dunkin',41
41.928516,-87.787218,4,Starbucks,37
41.872387,-87.677263,1,McDonald's,69
41.872387,-87.677263,2,Walgreens,53
41.872387,-87.677263,3,Walmart,51
38.793925,-76.059407,1,Walmart,54
38.793925,-76.059407,2,Chick-fil-A,51
38.793925,-76.059407,3,McDonald's,49
29.571926,-98.326241,1,Walmart,69
29.571926,-98.326241,3,Chick-fil-A,53
41.709329,-93.580774,1,Walmart,57
41.709329,-93.580774,4,McDonald's,45
40.632769,-74.305092,1,Dunkin',46
40.632769,-74.305092,2,McDonald's,38
40.632769,-74.305092,4,Starbucks,30
39.289763,-84.466111,1,McDonald's,66
39.289763,-84.466111,2,Kroger,60
39.289763,-84.466111,4,Shell Oil,47
35.840167,-78.643404,3,Chick-fil-A,33
35.840167,-78.643404,4,Starbucks,33
35.840167,-78.643404,1,Walmart,45
35.840167,-78.643404,2,Chick-fil-A,41
35.840167,-78.643404,4,McDonald's,36
27.463187,-82.578405,1,Walmart,72
27.463187,-82.578405,2,McDonald's,67
27.463187,-82.578405,4,Shell Oil,46
38.923724,-77.052,1,Starbucks,50
38.923724,-77.052,2,McDonald's,29
32.945033,-96.699463,1,Target,47
32.945033,-96.699463,3,Walmart,40
29.167114,-82.16837,1,Walmart,60
29.167114,-82.16837,2,McDonald's,48
29.167114,-82.16837,3,Publix Super Markets,47
29.167114,-82.16837,4,Shell Oil,45
41.799777,-87.587793,1,McDonald's,56
41.799777,-87.587793,2,Starbucks,51
41.799777,-87.587793,4,Target,44
28.646949,-81.27004,1,Walmart,59
28.646949,-81.27004,2,Publix Super Markets,58
28.646949,-81.27004,3,McDonald's,52
28.646949,-81.27004,4,Chick-fil-A,51
40.576641,-74.559256,1,Dunkin',34
40.576641,-74.559256,2,McDonald's,31
40.576641,-74.559256,3,Starbucks,28
40.576641,-74.559256,4,Target,25
38.335883,-75.101531,1,McDonald's,64
38.335883,-75.101531,2,Walmart,63
38.335883,-75.101531,3,Chick-fil-A,55
38.943181,-95.252012,1,Walmart,70
38.943181,-95.252012,2,McDonald's,62
38.943181,-95.252012,4,Target,41
41.112585,-83.201569,1,Walmart,81
41.112585,-83.201569,2,McDonald's,68
41.112585,-83.201569,3,Kroger,54
26.608331,-81.810473,1,Walmart,68
26.608331,-81.810473,2,McDonald's,62
26.608331,-81.810473,1,Walmart,69
26.608331,-81.810473,2,McDonald's,55
39.927397,-75.031878,2,Walmart,41
39.927397,-75.031878,3,McDonald's,38
39.927397,-75.031878,4,Dunkin',35
36.066717,-94.166102,1,Walmart,79
36.066717,-94.166102,2,McDonald's,55
36.066717,-94.166102,3,Chick-fil-A,49
25.912523,-80.157794,1,Publix Super Markets,47
25.912523,-80.157794,2,McDonald's,44
25.912523,-80.157794,3,Starbucks,37
25.912523,-80.157794,4,Walmart,36
39.022672,-76.925778,1,McDonald's,49
39.022672,-76.925778,2,Shell Oil,39
39.022672,-76.925778,3,Walmart,36
41.712276,-71.489658,1,Dunkin',68
41.712276,-71.489658,3,McDonald's,51
37.682566,-77.587722,1,McDonald's,58
37.682566,-77.587722,2,Starbucks,51
37.682566,-77.587722,3,Target,50
37.682566,-77.587722,4,Chick-fil-A,49
29.546262,-95.750284,1,Walmart,87
29.546262,-95.750284,2,McDonald's,60
37.980825,-87.492025,1,Walmart,69
37.980825,-87.492025,2,McDonald's,55
41.692045,-86.236013,3,McDonald's,36
29.564597,-95.562689,1,Chick-fil-A,66
29.564597,-95.562689,2,Walmart,57
29.564597,-95.562689,3,Shell Oil,55
30.445698,-97.744159,2,Shell Oil,47
30.445698,-97.744159,4,Starbucks,37
35.830609,-83.572937,1,Walmart,72
35.830609,-83.572937,2,McDonald's,67
35.830609,-83.572937,3,Chick-fil-A,54
35.830609,-83.572937,4,Shell Oil,54
28.659679,-81.340756,1,McDonald's,65
28.659679,-81.340756,2,Walmart,62
28.659679,-81.340756,3,Chick-fil-A,61
28.467627,-81.308547,1,Walmart,70
28.467627,-81.308547,3,Starbucks,43
28.467627,-81.308547,4,Publix Super Markets,43
28.65636,-81.203325,1,Publix Super Markets,52
28.65636,-81.203325,2,Chick-fil-A,48
28.65636,-81.203325,3,McDonald's,45
41.05011,-74.061677,1,Starbucks,58
41.05011,-74.061677,4,Dunkin',42
25.826403,-80.368497,3,Publix Super Markets,47
25.826403,-80.368497,4,Walmart,38
33.870891,-98.534228,1,Walmart,83
33.870891,-98.534228,2,McDonald's,55
33.870891,-98.534228,4,Target,46
39.025814,-77.127035,2,McDonald's,34
39.025814,-77.127035,4,Shell Oil,30
28.239167,-80.728492,1,Walmart,60
28.239167,-80.728492,2,Publix Super Markets,51
28.239167,-80.728492,3,McDonald's,50
28.239167,-80.728492,4,Chick-fil-A,40
28.239167,-80.728492,1,Walmart,59
28.239167,-80.728492,2,McDonald's,52
28.239167,-80.728492,3,Publix Super Markets,49
28.239167,-80.728492,4,Chick-fil-A,46
42.49144,-90.721057,1,Walmart,60
42.49144,-90.721057,3,McDonald's,49
39.138103,-88.566057,1,Walmart,71
39.138103,-88.566057,2,McDonald's,54
40.90879,-74.032116,1,McDonald's,57
40.90879,-74.032116,2,Dunkin',48
39.657435,-80.002306,2,Walmart,62
39.657435,-80.002306,3,McDonald's,56
39.657435,-80.002306,4,Chick-fil-A,45
40.581641,-74.16772,1,McDonald's,36
40.581641,-74.16772,2,Dunkin',35
40.581641,-74.16772,3,Target,32
40.581641,-74.16772,4,Starbucks,31
38.59192,-89.985535,1,McDonald's,66
38.59192,-89.985535,2,Walmart,65
38.59192,-89.985535,4,Target,42
39.067774,-77.485309,1,Chick-fil-A,67
39.067774,-77.485309,2,Starbucks,41
39.067774,-77.485309,3,McDonald's,41
39.067774,-77.485309,4,Walmart,39
39.067774,-77.485309,1,Chick-fil-A,43
39.067774,-77.485309,2,Starbucks,40
39.067774,-77.485309,3,McDonald's,39
28.332102,-81.532711,1,McDonald's,62
28.332102,-81.532711,2,Walmart,61
28.332102,-81.532711,4,Chick-fil-A,45
31.531232,-97.187903,2,Walmart,55
31.531232,-97.187903,3,Starbucks,39
31.531232,-97.187903,4,Chick-fil-A,38
27.780121,-82.638752,1,McDonald's,59
27.780121,-82.638752,2,Walmart,56
27.780121,-82.638752,4,Chick-fil-A,48
41.573205,-90.529364,1,McDonald's,54
41.573205,-90.529364,2,Walmart,51
41.573205,-90.529364,3,Target,44
45.527475,-122.815572,1,Starbucks,52
45.527475,-122.815572,3,McDonald's,38
45.527475,-122.815572,4,Target,35
29.960056,-90.184339,1,Walmart,70
29.960056,-90.184339,2,McDonald's,61
29.960056,-90.184339,3,Shell Oil,56
39.186788,-75.536508,2,Walmart,74
39.186788,-75.536508,3,McDonald's,65
39.186788,-75.536508,4,Chick-fil-A,63
40.137495,-88.258634,1,McDonald's,66
40.137495,-88.258634,2,Walmart,59
40.137495,-88.258634,3,Walgreens,42
38.963517,-94.665848,2,Walmart,57
38.963517,-94.665848,3,McDonald's,50
39.367803,-76.45181,1,Chick-fil-A,39
39.367803,-76.45181,2,McDonald's,31
39.367803,-76.45181,3,Target,28
39.367803,-76.45181,4,Walmart,28
28.593631,-81.365321,1,Chick-fil-A,52
28.593631,-81.365321,2,Walmart,49
28.593631,-81.365321,3,McDonald's,49
36.013355,-95.887162,1,Walmart,66
36.013355,-95.887162,3,McDonald's,45
36.013355,-95.887162,4,Target,43
39.887811,-82.996979,1,Walmart,61
39.887811,-82.996979,2,Kroger,59
39.887811,-82.996979,3,McDonald's,58
40.84501,-74.467404,1,Dunkin',43
40.84501,-74.467404,2,McDonald's,41
40.84501,-74.467404,3,Walmart,40
40.554502,-74.43134,1,Walmart,51
40.554502,-74.43134,2,Dunkin',49
40.554502,-74.43134,3,McDonald's,38
40.496091,-74.44393,1,Starbucks,44
40.496091,-74.44393,2,Target,43
40.496091,-74.44393,3,Dunkin',40
36.886734,-76.302231,2,Walmart,50
40.562556,-111.890458,1,Walmart,72
40.562556,-111.890458,2,Target,55
40.562556,-111.890458,3,Chick-fil-A,51
40.562556,-111.890458,4,McDonald's,50
42.681631,-83.192487,1,McDonald's,47
42.681631,-83.192487,2,Target,39
42.681631,-83.192487,3,Starbucks,33
42.681631,-83.192487,4,Kroger,28
40.669511,-89.583793,1,Walmart,64
40.669511,-89.583793,2,McDonald's,55
40.669511,-89.583793,3,Target,39
40.766064,-73.982923,1,Starbucks,43
40.766064,-73.982923,2,McDonald's,39
40.766064,-73.982923,3,Dunkin',34
30.229209,-97.820964,2,Target,51
30.229209,-97.820964,3,Walmart,44
41.275851,-73.12399,1,Dunkin',46
41.275851,-73.12399,2,McDonald's,44
41.275851,-73.12399,3,Walmart,36
41.275851,-73.12399,4,Starbucks,29
42.884312,-85.739761,2,McDonald's,63
42.884312,-85.739761,3,Target,51
42.884312,-85.739761,4,Walmart,43
26.172008,-81.800831,1,McDonald's,60
26.172008,-81.800831,2,Walmart,50
26.172008,-81.800831,3,Starbucks,49
42.309188,-122.851628,3,Walmart,51
42.309188,-122.851628,4,McDonald's,49
38.899964,-76.791647,1,McDonald's,68
38.899964,-76.791647,2,Walmart,47
38.899964,-76.791647,4,Chick-fil-A,46
